date,RR,gap,pi,i
1970-01-01,-0.5745370611548424,-0.06522964382637893,24.158651774387824,8.57
1970-04-01,-0.025971829891204834,-0.7318655312660169,23.45275046839222,7.89
1970-07-01,-0.925677627325058,-0.5983050305436525,22.12079274234436,6.71
1970-10-01,-0.5999237848445773,-2.451075873092197,21.79527411362791,5.57
1971-01-01,-0.8935021460056305,-0.571375620272228,18.795507040134595,3.86
1971-04-01,0.8770070113241673,-0.8768016692515503,16.897854175983888,4.57
1971-07-01,-0.10033673048019409,-0.9223918277041354,16.728260103640327,5.48
1971-10-01,-1.5274808406829834,-1.5474230217738785,13.897179377549135,4.75
1972-01-01,-0.12368626892566681,-0.5591674000737376,13.783265062115134,3.55
1972-04-01,-0.3411303535103798,0.8978309134706579,12.699479325832193,4.3
1972-07-01,-0.11176203936338425,1.0786343862145873,11.938005596996163,4.74
1972-10-01,-0.059109995141625404,1.9871293893886481,13.119076245061336,5.15
1973-01-01,0.5286473482847214,3.6606595462372584,16.122420333129057,6.54
1973-04-01,0.5815276280045509,3.919299758855536,21.82623154035276,7.82
1973-07-01,-0.23879165947437286,2.547125696791763,26.454013191959884,10.56
1973-10-01,-1.1899482160806656,2.6266229326527575,32.32562226964267,10.0
1974-01-01,0.7318664342164993,0.8926642021518265,37.81721291071397,9.32
1974-04-01,0.9913459271192551,0.263805990432455,40.11141672375158,11.25
1974-07-01,-0.6221972033381462,-1.5306146933904765,43.38958696174605,12.09
1974-10-01,-0.3070521354675293,-2.7478593499715673,45.50280503778503,9.35
1975-01-01,-0.6043138056993484,-4.777925933879114,42.23130037479234,6.3
1975-04-01,-0.2432384490966797,-4.854997147186391,36.445643368048096,5.42
1975-07-01,-0.1929660066962242,-3.9361904382547697,33.29368022492129,6.16
1975-10-01,-0.2928912192583084,-3.370842769243014,28.49406391698165,5.41
1976-01-01,-0.8150341659784317,-1.904202820198118,24.59033349047414,4.83
1976-04-01,-0.14526758342981339,-1.9283571019809664,23.364304862565806,5.2
1976-07-01,-0.20549903716892004,-2.1484606872374625,21.753726533234452,5.28
1976-10-01,-0.21184117253869772,-2.1981123730691756,20.22300138695678,4.87
1977-01-01,-0.4797343760728836,-1.8125673194433867,22.94286469156263,4.66
1977-04-01,-0.32749689370393753,-0.7016317615588477,26.30048655057439,5.16
1977-07-01,-0.2129833810031414,0.2625242252229189,25.468399340645036,5.82
1977-10-01,-0.22089280560612679,-0.5763028699057716,25.547398574237107,6.51
1978-01-01,-0.15084051620215178,-1.1106578165732823,25.094742754024658,6.76
1978-04-01,-0.14447389543056488,1.8214566935233796,27.17323603523373,7.28
1978-07-01,-0.4080551192164421,1.948642055813263,30.873197964974704,8.1
1978-10-01,0.23227063193917274,2.3997306811196486,34.21024503900602,9.58
1979-01-01,-0.09996738284826279,1.6729142620337467,37.33698553944087,10.07
1979-04-01,-0.027253352105617523,0.904421157592412,40.857761750802055,10.18
1979-07-01,0.8895470798015594,0.818617321609328,44.33927288421913,10.95
1979-10-01,0.09933149069547653,0.3039783344226285,47.61594347682069,13.58
1980-01-01,1.8135505765676498,-0.06961627988401237,53.14584965641597,15.05
1980-04-01,-4.058773934841156,-2.752651790904994,53.90245300816737,12.69
1980-07-01,1.1649734526872635,-3.3893802393999604,48.6564418434163,9.84
1980-10-01,2.474536657333374,-2.0801350570630284,47.252895291534216,15.85
1981-01-01,-0.4291963279247284,-0.7015251424777748,42.68386963707492,16.57
1981-04-01,1.525954008102417,-2.087875914161951,37.66536904297983,17.78
1981-07-01,-0.7218543514609337,-1.5742820795952102,41.217057592724096,17.58
1981-10-01,-0.8630373701453209,-3.379983248143412,36.60531477823217,13.59
1982-01-01,0.6124529540538788,-5.678626810542401,29.232926080192566,14.23
1982-04-01,-0.08914763480424881,-5.970506141203461,26.714783159541955,14.51
1982-07-01,-0.43590739369392395,-7.110654805119901,22.61160129583643,11.01
1982-10-01,0.45301834493875504,-7.839089261053868,17.38823585798112,9.29
1983-01-01,0.34032854437828064,-7.291592207473724,14.124001045095715,8.65
1983-04-01,-0.03700142726302147,-5.8176636119729475,12.983200202099399,8.8
1983-07-01,-0.19839324429631233,-4.632413878866137,9.981654118376724,9.46
1983-10-01,0.2766462713479996,-3.3892954850320054,12.730621854608401,9.43
1984-01-01,0.15158532559871674,-2.3022302415930995,18.08688772489214,9.69
1984-04-01,0.13765749335289001,-1.4648418741961218,17.243691931165372,10.56
1984-07-01,0.2864533104002476,-1.3962168218434805,16.82399565094546,11.39
1984-10-01,-0.7383594769053161,-1.4789994496038996,16.281317245401674,9.27
1985-01-01,0.09386882185935974,-1.414385160079529,14.308038809235695,8.48
1985-04-01,-0.14740054309368134,-1.434869300026217,14.172969752179473,7.92
1985-07-01,0.254004530608654,-0.8086902645413291,13.190078726220234,7.9
1985-10-01,0.07809439860284328,-0.9450750239032814,13.8137852356856,8.1
1986-01-01,-0.09236302226781845,-0.8779479723244983,12.232575711738154,7.83
1986-04-01,0.27897627651691437,-1.2777581468807648,6.658620646648604,6.92
1986-07-01,-0.3884780742228031,-1.1655986491443964,6.617798006838181,6.21
1986-10-01,-0.02007351815700531,-1.4597957411323315,5.347580636866054,6.27
1987-01-01,0.4283996820449829,-1.5381168911898744,8.070130574304867,6.22
1987-04-01,0.2585373818874359,-1.271516348851136,14.531989862402444,6.65
1987-07-01,-0.16059852205216885,-1.2034259694110043,16.315379169173745,6.84
1987-10-01,-0.19589123129844666,-0.2937138105930783,17.242704956287426,6.92
1988-01-01,-0.08836256712675095,-0.5609858302183398,15.554094597487591,6.66
1988-04-01,0.5805243998765945,-0.037448793122455984,15.611128192858159,7.16
1988-07-01,-0.2102174051105976,-0.23063625735824023,16.234271162964163,7.98
1988-10-01,0.44479685090482235,0.3171050406775136,16.866010707442268,8.47
1989-01-01,0.3247353434562683,0.558503465125278,18.276402968775322,9.44
1989-04-01,0.1436367928981781,0.5550558205498191,20.123646335456748,9.73
1989-07-01,-0.052243247628211975,0.538570308909366,18.394045296729374,9.08
1989-10-01,0.03672058880329132,-0.007937766428544305,18.094868369672326,8.61
1990-01-01,0.25773991271853447,0.3529869237515442,20.40009542201168,8.25
1990-04-01,0.044887475669384,0.01030599016057375,17.927114439409767,8.24
1990-07-01,0.0719500482082367,-0.6030577820843462,21.659665740792487,8.16
1990-10-01,-0.1521085388958454,-2.172581869568203,24.34947463926531,7.74
1991-01-01,0.04027146100997925,-3.2762406979797856,20.503727277881907,6.43
1991-04-01,0.23349034786224365,-3.1151436947402336,18.93227891163431,5.86
1991-07-01,0.0716177336871624,-3.212296662773594,15.119670572542299,5.64
1991-10-01,0.006702889688313007,-3.4603904511518317,11.687019174376207,4.82
1992-01-01,-0.01602516695857048,-2.8612820713197777,11.411205620011255,4.02
1992-04-01,0.15365543961524963,-2.3771919900412537,12.106990313118631,3.77
1992-07-01,-0.04794764658436179,-1.9971862908901579,12.113398634900946,3.26
1992-10-01,-0.28303349763154984,-1.567664292283268,12.29695861166096,3.04
1993-01-01,0.06298906728625298,-2.0139480445980698,12.495070626169763,3.04
1993-04-01,0.32468199729919434,-2.0593640303565226,12.309617666312862,3.0
1993-07-01,0.27254314348101616,-2.214545750777724,11.114043880764195,3.06
1993-10-01,-0.18346573784947395,-1.4997289654172754,10.928457517985688,2.99
1994-01-01,0.5886675715446472,-1.1739004669532722,10.030653258837361,3.21
1994-04-01,0.31895843148231506,-0.4702442099153552,9.417750625759453,3.94
1994-07-01,0.5814388170838356,-0.5389343743884221,11.259754505644288,4.49
1994-10-01,0.38942012190818787,-0.05761136882068644,10.280073730756516,5.17
1995-01-01,0.7535121142864227,-0.3622179360088314,11.203587534569618,5.81
1995-04-01,0.22811535000801086,-0.7307848988745571,12.194527878148866,6.02
1995-07-01,0.03521558456122875,-0.552936496228896,10.517329045140855,5.8
1995-10-01,-0.013885974884033203,-0.5586726707261004,10.368758981849746,5.72
1996-01-01,0.13980954140424728,-0.5048560271074731,10.983451040719554,5.36
1996-04-01,0.003781828097999096,0.41650391746675874,11.151451538385441,5.24
1996-07-01,-0.027006780728697777,0.5274270134314454,11.434619104566764,5.31
1996-10-01,0.08628664072602987,0.7318664167210267,12.72200634275585,5.28
1997-01-01,0.12779240310192108,0.5026964168411283,11.608059589003927,5.28
1997-04-01,0.10365495830774307,1.2440442618805427,9.10279484904651,5.52
1997-07-01,-0.1427021026611328,1.5343772037360273,8.80261867225352,5.53
1997-10-01,-0.07189226290211082,1.4042335022314758,7.492399088591341,5.51
1998-01-01,-0.051804881542921066,1.3962232119971065,5.887561869086091,5.52
1998-04-01,-0.06451893597841263,1.281196564930134,6.2828971366860085,5.5
1998-07-01,-0.04442000389099121,1.4793349857698017,6.335138760145119,5.53
1998-10-01,-0.30701783299446106,2.005827315894694,6.055364259198657,4.86
1999-01-01,-0.2594592571258545,1.8551470630631446,6.691858471876088,4.73
1999-04-01,0.14834685623645782,1.592927350073067,8.363166135158988,4.75
1999-07-01,0.2560746371746063,1.8121245800082286,9.27659880214897,5.09
1999-10-01,-0.1577558070421219,2.33723929507314,10.344387933806958,5.31
2000-01-01,0.023246832191944122,1.6023436075430793,12.824207195896697,5.68
2000-04-01,0.36430788040161133,2.353038224167209,12.96141852279902,6.27
2000-07-01,-0.05920252576470375,1.4586976550417246,13.640357538871118,6.52
2000-10-01,0.12293836288154125,1.1198674522514436,13.542175720084062,6.47
2001-01-01,-0.4464053809642792,-0.0834733205327096,13.411660936678576,5.59
2001-04-01,-0.5562474131584167,-0.2792497101637928,13.083337245517104,4.33
2001-07-01,-0.12896162271499634,-1.4450138455918071,10.571211844164369,3.5
2001-10-01,-0.38252805173397064,-1.889345137949116,7.430850003931405,2.13
2002-01-01,-0.5211733728647232,-1.7345809257558191,4.89769288822176,1.73
2002-04-01,0.20813965797424316,-1.7745140498270917,5.236193672632088,1.75
2002-07-01,0.10416614636778831,-2.0033953167361447,6.255957448211712,1.74
2002-10-01,-0.28002669219858944,-2.502121291825241,8.914017915773982,1.44
2003-01-01,0.020289478357881308,-2.5943203068656104,11.731890039553326,1.25
2003-04-01,-0.22915661334991455,-2.330640848765647,7.9443436154149785,1.25
2003-07-01,-0.27175724506378174,-1.2959607982690955,8.770694467124152,1.02
2003-10-01,-0.4209875613451004,-0.7623786873667413,7.927532797568756,1.0
2004-01-01,-0.03696022927761078,-0.8265292219004395,7.205376593890679,1.0
2004-04-01,0.029258914291858673,-0.690791358843858,10.991064137950298,1.01
2004-07-01,0.42685914039611816,-0.39407826524707956,10.560270900147597,1.43
2004-10-01,0.45430444180965424,-0.031800360501144494,13.316397328010618,1.95
2005-01-01,0.16804864257574081,0.43443472007818384,11.960782120629432,2.47
2005-04-01,0.5301627665758133,0.31105469888955883,11.52412918139722,2.94
2005-07-01,0.3095329962670803,0.49158767421559596,14.993710626466978,3.46
2005-10-01,0.26953159645199776,0.4645280382887587,14.434413058268689,3.98
2006-01-01,0.2090218886733055,1.239728348323144,14.497521305802294,4.46
2006-04-01,0.6044538170099258,0.9547159076737989,15.396878171233272,4.91
2006-07-01,0.12615013495087624,0.5897181691493171,13.142837291157534,5.25
2006-10-01,-0.013796832412481308,0.9602626206141607,7.785337311619179,5.25
2007-01-01,0.0863400548696518,0.7726217252723726,9.609560084899243,5.26
2007-04-01,-0.08333438169211149,0.8889437943079245,10.520883620525478,5.25
2007-07-01,-0.5634434130042791,0.9651907426736187,9.286586607103285,5.07
2007-10-01,-0.37889865413308144,1.0926660982666414,15.809316444870989,4.5
